ICD-10 code	ICD-10 code description	ICD-10 group	Ideation or action	Past or present 
T49.3X2D	Poisoning by emollients, demulcents and protect, self-harm, subsequent	self_harm	action	present
T49.3X2S	Poisoning by emollients, demulcents and protect, Self-harm, sequela	self_harm	action	past
T49.3X2S	Poisoning by emollients, demulcents and protect, Self-harm, sequela	self_harm	action	present
T49.4X2	Poisoning by keratolyt/keratplst/hair trmt drug, self-harm	self_harm	action	present
T49.4X2A	Poisoning by keratolyt/keratplst/hair trmt drug, self-harm, initial	self_harm	action	present
T49.4X2D	Poisoning by keratolyt/keratplst/hair trmt drug, self-harm, subsequent	self_harm	action	past
T49.4X2D	Poisoning by keratolyt/keratplst/hair trmt drug, self-harm, subsequent	self_harm	action	present
T49.4X2S	Poisoning by keratolyt/keratplst/hair trmt drug, Self-harm, sequela	self_harm	action	past
T49.4X2S	Poisoning by keratolyt/keratplst/hair trmt drug, Self-harm, sequela	self_harm	action	present
T49.5X2	Poisoning by opth drugs and preparations, self-harm	self_harm	action	present
T49.5X2A	Poisoning by opth drugs and preparations, self-harm, initial	self_harm	action	present
T49.5X2D	Poisoning by opth drugs and preparations, self-harm, subsequent	self_harm	action	past
T49.5X2D	Poisoning by opth drugs and preparations, self-harm, subsequent	self_harm	action	present
T49.5X2S	Poisoning by opth drugs and preparations, self-harm, sequela	self_harm	action	past
T49.5X2S	Poisoning by opth drugs and preparations, self-harm, sequela	self_harm	action	present
T49.6X2	Poisoning by otorhino drugs and preparations, self-harm	self_harm	action	present
T49.6X2A	Poisoning by otorhino drugs and prep, self-harm, initial	self_harm	action	present
T49.6X2D	Poisoning by otorhino drugs and prep, self-harm, subsequent	self_harm	action	past
T49.6X2D	Poisoning by otorhino drugs and prep, self-harm, subsequent	self_harm	action	present
T49.6X2S	Poisoning by otorhino drugs and prep, self-harm, sequela	self_harm	action	past
T49.6X2S	Poisoning by otorhino drugs and prep, self-harm, sequela	self_harm	action	present
T49.7X2	Poisoning by dental drugs, topically applied, self-harm	self_harm	action	present
T49.7X2A	Poisoning by dental drugs, topically applied, self-harm, initial	self_harm	action	present
T49.7X2D	Poisoning by dental drugs, topically applied, self-harm, subsequent	self_harm	action	past
T49.7X2D	Poisoning by dental drugs, topically applied, self-harm, subsequent	self_harm	action	present
T49.7X2S	Poisoning by dental drugs, topically applied, self-harm, sequela	self_harm	action	past
T49.7X2S	Poisoning by dental drugs, topically applied, self-harm, sequela	self_harm	action	present
T49.8X2	Poisoning by other topical agents, intentional self-harm	self_harm	action	present
T49.8X2A	Poisoning by other topical agents, intentional self-harm, initial	self_harm	action	present
T49.8X2D	Poisoning by other topical agents, intentional self-harm, subsequent	self_harm	action	past
T49.8X2D	Poisoning by other topical agents, intentional self-harm, subsequent	self_harm	action	present
T49.8X2S	Poisoning by other topical agents, self-harm, sequela	self_harm	action	past
T49.8X2S	Poisoning by other topical agents, self-harm, sequela	self_harm	action	present
T49.92XA	Poisoning by unspecified topical agent, intentional self-harm, initial	self_harm	action	present
T49.92XD	Poisoning by unspecified topical agent, intentional self-harm, subsequent	self_harm	action	past
T49.92XD	Poisoning by unspecified topical agent, intentional self-harm, subsequent	self_harm	action	present
T49.92XS	Poisoning by unspecified topical agent, self-harm, sequela	self_harm	action	past
T49.92XS	Poisoning by unspecified topical agent, self-harm, sequela	self_harm	action	present
T50.0X2	Poisoning by mineralocorticoids and their antag, self-harm	self_harm	action	present
T50.0X2A	Poisoning by mineralocorticoids and antag, self-harm, initial	self_harm	action	present
T50.0X2D	Poisoning by mineralocorticoids and antag, self-harm, subsequent	self_harm	action	past
T50.0X2D	Poisoning by mineralocorticoids and antag, self-harm, subsequent	self_harm	action	present
T50.0X2S	Poisoning by mineralocorticoids and antag, self-harm, sequela	self_harm	action	past
T50.0X2S	Poisoning by mineralocorticoids and antag, self-harm, sequela	self_harm	action	present
T50.1X2	Poisoning by loop diuretics, intentional self-harm	self_harm	action	present
T50.1X2A	Poisoning by loop diuretics, intentional self-harm, initial	self_harm	action	present
T50.1X2D	Poisoning by loop diuretics, intentional self-harm, subsequent	self_harm	action	past
T50.1X2D	Poisoning by loop diuretics, intentional self-harm, subsequent	self_harm	action	present
T50.1X2S	Poisoning by loop diuretics, intentional self-harm, sequela	self_harm	action	past
T50.1X2S	Poisoning by loop diuretics, intentional self-harm, sequela	self_harm	action	present
T50.2X2	Poisoning by crbnc-anhydr inhibtr, benzo/other diuretc, self-harm	self_harm	action	present
T50.2X2A	Poisoning by crbnc-anhydr inhibtr,benzo/other diuretc,Self-harm,init	self_harm	action	present
T50.2X2D	Poisoning by crbnc-anhydr inhibtr,benzo/other diuretc,Self-harm,subs	self_harm	action	past
T50.2X2D	Poisoning by crbnc-anhydr inhibtr,benzo/other diuretc,Self-harm,subs	self_harm	action	present
T50.2X2S	Poisoning by crbnc-anhydr inhibtr,benzo/other diuretc,Self-harm,sequela	self_harm	action	past
T50.2X2S	Poisoning by crbnc-anhydr inhibtr,benzo/other diuretc,Self-harm,sequela	self_harm	action	present
T50.3X2	Poisoning by electrolytic/caloric/wtr-bal agnt, self-harm	self_harm	action	present
T50.3X2A	Poisoning by electrolytic/caloric/wtr-bal agnt, self-harm, initial	self_harm	action	present
T50.3X2D	Poisoning by electrolytic/caloric/wtr-bal agnt, self-harm, subsequent	self_harm	action	past
T50.3X2D	Poisoning by electrolytic/caloric/wtr-bal agnt, self-harm, subsequent	self_harm	action	present
T50.3X2S	Poisoning by electrolytic/caloric/wtr-bal agnt, Self-harm, sequela	self_harm	action	past
T50.3X2S	Poisoning by electrolytic/caloric/wtr-bal agnt, Self-harm, sequela	self_harm	action	present
T50.4X2	Poisoning by drugs affecting uric acid metabolism, self-harm	self_harm	action	present
T50.4X2A	Poisoning by drugs aff uric acid metab, self-harm, initial	self_harm	action	present
T50.4X2D	Poisoning by drugs aff uric acid metab, self-harm, subsequent	self_harm	action	past
T50.4X2D	Poisoning by drugs aff uric acid metab, self-harm, subsequent	self_harm	action	present
T50.4X2S	Poisoning by drugs aff uric acid metab, self-harm, sequela	self_harm	action	past
T50.4X2S	Poisoning by drugs aff uric acid metab, self-harm, sequela	self_harm	action	present
T50.5X2	Poisoning by appetite depressants, intentional self-harm	self_harm	action	present
T50.5X2A	Poisoning by appetite depressants, self-harm, initial	self_harm	action	present
T50.5X2D	Poisoning by appetite depressants, self-harm, subsequent	self_harm	action	past
T50.5X2D	Poisoning by appetite depressants, self-harm, subsequent	self_harm	action	present
T50.5X2S	Poisoning by appetite depressants, self-harm, sequela	self_harm	action	past
T50.5X2S	Poisoning by appetite depressants, self-harm, sequela	self_harm	action	present
T50.6X2	Poisoning by antidotes and chelating agents, self-harm	self_harm	action	present
T50.6X2A	Poisoning by antidotes and chelating agents, self-harm, initial	self_harm	action	present
T50.6X2D	Poisoning by antidotes and chelating agents, self-harm, subsequent	self_harm	action	past
T50.6X2D	Poisoning by antidotes and chelating agents, self-harm, subsequent	self_harm	action	present
T50.6X2S	Poisoning by antidotes and chelating agents, self-harm, sequela	self_harm	action	past
T50.6X2S	Poisoning by antidotes and chelating agents, self-harm, sequela	self_harm	action	present
T50.7X2	Poisoning by analeptics and opioid receptor antag, self-harm	self_harm	action	present
T50.7X2A	Poisoning by analeptics and opioid receptor antag, Self-harm, initial	self_harm	action	present
T50.7X2D	Poisoning by analeptics and opioid receptor antag, Self-harm, subsequent	self_harm	action	past
T50.7X2D	Poisoning by analeptics and opioid receptor antag, Self-harm, subsequent	self_harm	action	present
T50.7X2S	Poisoning by analeptics and opioid receptor antag, Self-harm, sequela	self_harm	action	past
T50.7X2S	Poisoning by analeptics and opioid receptor antag, Self-harm, sequela	self_harm	action	present
T50.8X2	Poisoning by diagnostic agents, intentional self-harm	self_harm	action	present
T50.8X2A	Poisoning by diagnostic agents, intentional self-harm, initial	self_harm	action	present
T50.8X2D	Poisoning by diagnostic agents, intentional self-harm, subsequent	self_harm	action	past
T50.8X2D	Poisoning by diagnostic agents, intentional self-harm, subsequent	self_harm	action	present
T50.8X2S	Poisoning by diagnostic agents, self-harm, sequela	self_harm	action	past
T50.8X2S	Poisoning by diagnostic agents, self-harm, sequela	self_harm	action	present
T50.902	Poisoning by unspecified drug/meds/biol subst, self-harm	self_harm	action	present
T50.902A	Poisoning by unspecified drug/meds/biol subst, self-harm, initial	self_harm	action	present
T50.902D	Poisoning by unspecified drug/meds/biol subst, self-harm, subsequent	self_harm	action	past
T50.902D	Poisoning by unspecified drug/meds/biol subst, self-harm, subsequent	self_harm	action	present
T50.902S	Poisoning by unspecified drug/meds/biol subst, self-harm, sequela	self_harm	action	past
T50.902S	Poisoning by unspecified drug/meds/biol subst, self-harm, sequela	self_harm	action	present
T50.992	Poisoning by other drug/meds/biol subst, intentional self-harm	self_harm	action	present
T50.992A	Poisoning by other drug/meds/biol subst, self-harm, initial	self_harm	action	present
T50.992D	Poisoning by other drug/meds/biol subst, self-harm, subsequent	self_harm	action	past
T50.992D	Poisoning by other drug/meds/biol subst, self-harm, subsequent	self_harm	action	present
T50.992S	Poisoning by other drug/meds/biol subst, self-harm, sequela	self_harm	action	past
T50.992S	Poisoning by other drug/meds/biol subst, self-harm, sequela	self_harm	action	present
T50.A12	Poisoning by pertuss vaccine, inc combin w pertuss, self-harm	self_harm	action	present
T50.A12A	Poisoning by pertuss vaccn, inc combin w pertuss, Self-harm, initial	self_harm	action	present
T50.A12D	Poisoning by pertuss vaccn, inc combin w pertuss, Self-harm, subsequent	self_harm	action	past
T50.A12D	Poisoning by pertuss vaccn, inc combin w pertuss, Self-harm, subsequent	self_harm	action	present
T50.A12S	Poisoning by pertuss vaccn, inc combin w pertuss, Self-harm, sequela	self_harm	action	past
T50.A12S	Poisoning by pertuss vaccn, inc combin w pertuss, Self-harm, sequela	self_harm	action	present
T50.A22	Poisoning by mixed bact vaccines w/o a pertuss, self-harm	self_harm	action	present
T50.A22A	Poisoning by mixed bact vaccines w/o a pertuss, self-harm, initial	self_harm	action	present
T50.A22D	Poisoning by mixed bact vaccines w/o a pertuss, self-harm, subsequent	self_harm	action	past
T50.A22D	Poisoning by mixed bact vaccines w/o a pertuss, self-harm, subsequent	self_harm	action	present
T50.A22S	Poisoning by mixed bact vaccines w/o a pertuss, Self-harm, sequela	self_harm	action	past
T50.A22S	Poisoning by mixed bact vaccines w/o a pertuss, Self-harm, sequela	self_harm	action	present
T50.A92	Poisoning by other bacterial vaccines, intentional self-harm	self_harm	action	present
T50.A92A	Poisoning by other bacterial vaccines, self-harm, initial	self_harm	action	present
T50.A92D	Poisoning by other bacterial vaccines, self-harm, subsequent	self_harm	action	past
T50.A92D	Poisoning by other bacterial vaccines, self-harm, subsequent	self_harm	action	present
T50.A92S	Poisoning by other bacterial vaccines, self-harm, sequela	self_harm	action	past
T50.A92S	Poisoning by other bacterial vaccines, self-harm, sequela	self_harm	action	present
T50.B12	Poisoning by smallpox vaccines, intentional self-harm	self_harm	action	present
T50.B12A	Poisoning by smallpox vaccines, intentional self-harm, initial	self_harm	action	present
T50.B12D	Poisoning by smallpox vaccines, intentional self-harm, subsequent	self_harm	action	past
T50.B12D	Poisoning by smallpox vaccines, intentional self-harm, subsequent	self_harm	action	present
T50.B12S	Poisoning by smallpox vaccines, self-harm, sequela	self_harm	action	past
T50.B12S	Poisoning by smallpox vaccines, self-harm, sequela	self_harm	action	present
T50.B92	Poisoning by other viral vaccines, intentional self-harm	self_harm	action	present
T50.B92A	Poisoning by other viral vaccines, intentional self-harm, initial	self_harm	action	present
T50.B92D	Poisoning by other viral vaccines, intentional self-harm, subsequent	self_harm	action	past
T50.B92D	Poisoning by other viral vaccines, intentional self-harm, subsequent	self_harm	action	present
T50.B92S	Poisoning by other viral vaccines, self-harm, sequela	self_harm	action	past
T50.B92S	Poisoning by other viral vaccines, self-harm, sequela	self_harm	action	present
T50.Z12	Poisoning by immunoglobulin, intentional self-harm	self_harm	action	present
T50.Z12A	Poisoning by immunoglobulin, intentional self-harm, initial	self_harm	action	present
T50.Z12D	Poisoning by immunoglobulin, intentional self-harm, subsequent	self_harm	action	past
T50.Z12D	Poisoning by immunoglobulin, intentional self-harm, subsequent	self_harm	action	present
T50.Z12S	Poisoning by immunoglobulin, intentional self-harm, sequela	self_harm	action	past
T50.Z12S	Poisoning by immunoglobulin, intentional self-harm, sequela	self_harm	action	present
T50.Z92	Poisoning by other vaccines and biolg substances, self-harm	self_harm	action	present
T50.Z92A	Poisoning by other vaccines and biolg substnc, self-harm, initial	self_harm	action	present
T50.Z92D	Poisoning by other vaccines and biolg substnc, self-harm, subsequent	self_harm	action	past
T50.Z92D	Poisoning by other vaccines and biolg substnc, self-harm, subsequent	self_harm	action	present
T50.Z92S	Poisoning by other vaccines and biolg substnc, self-harm, sequela	self_harm	action	past
T50.Z92S	Poisoning by other vaccines and biolg substnc, self-harm, sequela	self_harm	action	present
T51.0X2	Toxic effect of ethanol, intentional self-harm	self_harm	action	present
T51.0X2A	Toxic effect of ethanol, intentional self-harm, initial encounter	self_harm	action	present
T51.0X2D	Toxic effect of ethanol, intentional self-harm, subsequent encounter	self_harm	action	past
T51.0X2D	Toxic effect of ethanol, intentional self-harm, subsequent encounter	self_harm	action	present
